Event Name,Date,City,State,Place,Corps,Score,Season
Boise Summer Music Games,2-Jul-13,Boise,ID,4,Seattle Cascades,53.6,2013
The Thunder of Drums,1-Jul-13,Mankato,MN,1,Madison Scouts,75.2,2013
The Thunder of Drums,1-Jul-13,Mankato,MN,2,Blue Stars,73.3,2013
The Thunder of Drums,1-Jul-13,Mankato,MN,3,Crossmen,71.7,2013
The Thunder of Drums,1-Jul-13,Mankato,MN,4,Colts,69.6,2013
The Thunder of Drums,1-Jul-13,Mankato,MN,4,Troopers,69.6,2013
Drums Along the Columbia,1-Jul-13,Tri Cities,WA,1,Santa Clara Vanguard,77.5,2013
Drums Along the Columbia,1-Jul-13,Tri Cities,WA,2,Blue Knights,71.3,2013
Drums Along the Columbia,1-Jul-13,Tri Cities,WA,3,Oregon Crusaders,64.8,2013
Drums Along the Columbia,1-Jul-13,Tri Cities,WA,4,Seattle Cascades,53.1,2013
Western Corps Connection,30-Jun-13,Riverside,CA,1,Carolina Crown,81.85,2013
Western Corps Connection,30-Jun-13,Riverside,CA,2,Blue Devils,80.95,2013
Western Corps Connection,30-Jun-13,Riverside,CA,3,Pacific Crest,70.3,2013
Western Corps Connection,30-Jun-13,Riverside,CA,4,Mandarins,67.9,2013
River City Rhapsody - Rochester,30-Jun-13,Rochester,MN,1,Madison Scouts,74.4,2013
River City Rhapsody - Rochester,30-Jun-13,Rochester,MN,2,Blue Stars,70.5,2013
River City Rhapsody - Rochester,30-Jun-13,Rochester,MN,3,Crossmen,70.3,2013
River City Rhapsody - Rochester,30-Jun-13,Rochester,MN,4,Troopers,68.3,2013
River City Rhapsody - Rochester,30-Jun-13,Rochester,MN,5,Colts,66.6,2013
Music on the Border,30-Jun-13,Salem,WI,1,The Cavaliers,75.4,2013
Music on the Border,30-Jun-13,Salem,WI,2,Spirit of Atlanta,72.1,2013
Music on the Border,30-Jun-13,Salem,WI,3,Pioneer,57.5,2013
Connecticut Drums @ Southern Connecticut State University,30-Jun-13,New Haven,CT,1,The Cadets,79.7,2013
Connecticut Drums @ Southern Connecticut State University,30-Jun-13,New Haven,CT,2,Phantom Regiment,74.5,2013
Connecticut Drums @ Southern Connecticut State University,30-Jun-13,New Haven,CT,3,Bluecoats,74.3,2013
Connecticut Drums @ Southern Connecticut State University,30-Jun-13,New Haven,CT,4,Boston Crusaders,70.5,2013
Connecticut Drums @ Southern Connecticut State University,30-Jun-13,New Haven,CT,5,Jersey Surf,56.3,2013
DCI World Championships World Class Finals,9-Aug-14,Indianapolis,IN,1,Blue Devils,99.65,2014
DCI World Championships World Class Finals,9-Aug-14,Indianapolis,IN,2,Bluecoats,97.175,2014
DCI World Championships World Class Finals,9-Aug-14,Indianapolis,IN,3,The Cadets,96.875,2014
DCI World Championships World Class Finals,9-Aug-14,Indianapolis,IN,4,Santa Clara Vanguard,96.075,2014
DCI World Championships World Class Finals,9-Aug-14,Indianapolis,IN,5,Carolina Crown,95.675,2014
DCI World Championships World Class Finals,9-Aug-14,Indianapolis,IN,6,The Cavaliers,93.675,2014
DCI World Championships World Class Finals,9-Aug-14,Indianapolis,IN,7,Phantom Regiment,91.425,2014
DCI World Championships World Class Finals,9-Aug-14,Indianapolis,IN,8,Blue Knights,91.15,2014
DCI World Championships World Class Finals,9-Aug-14,Indianapolis,IN,9,Blue Stars,89.6,2014
DCI World Championships World Class Finals,9-Aug-14,Indianapolis,IN,10,Boston Crusaders,88.95,2014
DCI World Championships World Class Finals,9-Aug-14,Indianapolis,IN,11,Madison Scouts,87.575,2014
DCI World Championships World Class Finals,9-Aug-14,Indianapolis,IN,12,Crossmen,86.225,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,1,Blue Devils,98.95,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,2,The Cadets,96.7,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,3,Bluecoats,96.55,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,4,Santa Clara Vanguard,95.65,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,5,Carolina Crown,95.3,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,6,The Cavaliers,93.275,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,7,Blue Knights,91.825,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,8,Phantom Regiment,91.55,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,9,Blue Stars,89.225,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,10,Boston Crusaders,89.05,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,11,Madison Scouts,87.65,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,12,Crossmen,85.45,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,13,Colts,85.35,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,14,Troopers,84.775,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,15,Blue Devils B,82.325,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,16,The Academy,81.875,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,17,Spirit of Atlanta,81.55,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,18,Vanguard Cadets,80.2,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,19,Oregon Crusaders,80.1,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,20,Pacific Crest,78.9,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,21,Mandarins,78.15,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,22,Jersey Surf,75.8,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,23,Genesis,74.075,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,24,Spartans,74.05,2014
DCI World Championship Semifinals,8-Aug-14,Indianapolis,IN,25,7th Regiment,71.475,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,1,Blue Devils,98.55,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,2,The Cadets,96.925,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,3,Bluecoats,95.8,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,4,Santa Clara Vanguard,95.45,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,5,Carolina Crown,94.75,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,6,The Cavaliers,93.6,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,7,Blue Knights,91.65,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,8,Phantom Regiment,91.025,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,9,Blue Stars,89.375,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,10,Boston Crusaders,89.125,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,11,Madison Scouts,88.425,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,12,Crossmen,86.25,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,13,Colts,84.725,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,14,Troopers,84.6,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,15,Spirit of Atlanta,82.3,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,16,The Academy,81.875,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,17,Oregon Crusaders,81.05,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,18,Blue Devils B,80.8,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,19,Pacific Crest,79.375,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,20,Vanguard Cadets,79.3,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,21,Mandarins,77.75,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,22,Jersey Surf,75.55,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,23,Genesis,75.175,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,24,Spartans,74.425,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,25,7th Regiment,72.35,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,26,Seattle Cascades,72.25,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,27,Music City,71.575,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,28,Gold,71.25,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,29,Legends,71,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,30,Pioneer,68.85,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,31,Raiders,66.25,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,32,Colt Cadets,63.15,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,33,Coastal Surge,60.625,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,34,Les Stentors,57.425,2014
DCI Championships (Prelims),7-Aug-14,Indianapolis,IN,36,Blue Saints,51.25,2014
DCI World Championships Open Class Championship Finals,5-Aug-14,Michigan City,IN,1,Blue Devils B,82.65,2014
DCI World Championships Open Class Championship Finals,5-Aug-14,Michigan City,IN,2,Vanguard Cadets,81.65,2014
DCI World Championships Open Class Championship Finals,5-Aug-14,Michigan City,IN,3,Genesis,77.9,2014
DCI World Championships Open Class Championship Finals,5-Aug-14,Michigan City,IN,4,Spartans,77.025,2014
DCI World Championships Open Class Championship Finals,5-Aug-14,Michigan City,IN,5,7th Regiment,75.6,2014
DCI World Championships Open Class Championship Finals,5-Aug-14,Michigan City,IN,6,Gold,74.125,2014
DCI World Championships Open Class Championship Finals,5-Aug-14,Michigan City,IN,7,Legends,73.675,2014
DCI World Championships Open Class Championship Finals,5-Aug-14,Michigan City,IN,8,Music City,72.975,2014
DCI World Championships Open Class Championship Finals,5-Aug-14,Michigan City,IN,9,Raiders,69.1,2014
DCI World Championships Open Class Championship Finals,5-Aug-14,Michigan City,IN,10,Colt Cadets,66,2014
DCI World Championships Open Class Championship Finals,5-Aug-14,Michigan City,IN,11,Coastal Surge,65.025,2014
DCI World Championships Open Class Championship Finals,5-Aug-14,Michigan City,IN,12,Les Stentors,61.275,2014
Soaring Sounds 35,4-Aug-14,Centerville,OH,1,The Cavaliers,92,2014
Soaring Sounds 35,4-Aug-14,Centerville,OH,2,Blue Knights,90.4,2014
Soaring Sounds 35,4-Aug-14,Centerville,OH,3,Blue Stars,88.7,2014
Soaring Sounds 35,4-Aug-14,Centerville,OH,4,Colts,85.35,2014
Soaring Sounds 35,4-Aug-14,Centerville,OH,5,Oregon Crusaders,82.1,2014
Soaring Sounds 35,4-Aug-14,Centerville,OH,6,The Academy,81.7,2014
Soaring Sounds 35,4-Aug-14,Centerville,OH,7,Spirit of Atlanta,81.55,2014
Soaring Sounds 35,4-Aug-14,Centerville,OH,8,Pacific Crest,79.15,2014
Soaring Sounds 35,4-Aug-14,Centerville,OH,9,Jersey Surf,77.05,2014
DCI World Championships Open Class Championship Prelims,4-Aug-14,Michigan City,IN,1,Blue Devils B,80.825,2014
DCI World Championships Open Class Championship Prelims,4-Aug-14,Michigan City,IN,2,Vanguard Cadets,80.05,2014
DCI World Championships Open Class Championship Prelims,4-Aug-14,Michigan City,IN,3,Spartans,76.875,2014
DCI World Championships Open Class Championship Prelims,4-Aug-14,Michigan City,IN,4,Genesis,75.925,2014
DCI World Championships Open Class Championship Prelims,4-Aug-14,Michigan City,IN,5,7th Regiment,75.275,2014
DCI World Championships Open Class Championship Prelims,4-Aug-14,Michigan City,IN,6,Gold,73.725,2014
DCI World Championships Open Class Championship Prelims,4-Aug-14,Michigan City,IN,7,Music City,72.825,2014
DCI World Championships Open Class Championship Prelims,4-Aug-14,Michigan City,IN,8,Legends,72.4,2014
DCI World Championships Open Class Championship Prelims,4-Aug-14,Michigan City,IN,9,Raiders,67.9,2014
DCI World Championships Open Class Championship Prelims,4-Aug-14,Michigan City,IN,10,Colt Cadets,65.175,2014
DCI World Championships Open Class Championship Prelims,4-Aug-14,Michigan City,IN,11,Coastal Surge,64.575,2014
DCI World Championships Open Class Championship Prelims,4-Aug-14,Michigan City,IN,12,Les Stentors,60.85,2014
DCI World Championships Open Class Championship Prelims,4-Aug-14,Michigan City,IN,14,Blue Saints,50.075,2014
"DCI Tour of Champions, presented by the Pro Football Hall of Fame",4-Aug-14,Massillon,OH,1,The Cadets,96.1,2014
"DCI Tour of Champions, presented by the Pro Football Hall of Fame",4-Aug-14,Massillon,OH,2,Bluecoats,95.3,2014
"DCI Tour of Champions, presented by the Pro Football Hall of Fame",4-Aug-14,Massillon,OH,3,Santa Clara Vanguard,94.75,2014
"DCI Tour of Champions, presented by the Pro Football Hall of Fame",4-Aug-14,Massillon,OH,4,Carolina Crown,94.1,2014
"DCI Tour of Champions, presented by the Pro Football Hall of Fame",4-Aug-14,Massillon,OH,5,Phantom Regiment,90.85,2014
"DCI Tour of Champions, presented by the Pro Football Hall of Fame",4-Aug-14,Massillon,OH,6,Boston Crusaders,87.95,2014
"DCI Tour of Champions, presented by the Pro Football Hall of Fame",4-Aug-14,Massillon,OH,7,Crossmen,85.3,2014
Tour of Champions - Buffalo,3-Aug-14,Buffalo,NY,1,Blue Devils,97.55,2014
Tour of Champions - Buffalo,3-Aug-14,Buffalo,NY,2,The Cadets,95.9,2014
Tour of Champions - Buffalo,3-Aug-14,Buffalo,NY,3,Bluecoats,95.2,2014
Tour of Champions - Buffalo,3-Aug-14,Buffalo,NY,4,Carolina Crown,95.15,2014
Tour of Champions - Buffalo,3-Aug-14,Buffalo,NY,5,Santa Clara Vanguard,94.05,2014
Tour of Champions - Buffalo,3-Aug-14,Buffalo,NY,6,The Cavaliers,92.1,2014
Tour of Champions - Buffalo,3-Aug-14,Buffalo,NY,7,Troopers,84.2,2014
DCI Pittsburgh presented by Three Rivers SUMMER MUSIC GAMES,3-Aug-14,Pittsburgh,PA,1,Phantom Regiment,90.75,2014
DCI Pittsburgh presented by Three Rivers SUMMER MUSIC GAMES,3-Aug-14,Pittsburgh,PA,2,Blue Knights,89.8,2014
DCI Pittsburgh presented by Three Rivers SUMMER MUSIC GAMES,3-Aug-14,Pittsburgh,PA,3,Boston Crusaders,87.75,2014
DCI Pittsburgh presented by Three Rivers SUMMER MUSIC GAMES,3-Aug-14,Pittsburgh,PA,4,Blue Stars,87.15,2014
DCI Pittsburgh presented by Three Rivers SUMMER MUSIC GAMES,3-Aug-14,Pittsburgh,PA,5,Colts,82.25,2014
DCI Pittsburgh presented by Three Rivers SUMMER MUSIC GAMES,3-Aug-14,Pittsburgh,PA,6,Pacific Crest,78.2,2014
DCI Pittsburgh presented by Three Rivers SUMMER MUSIC GAMES,3-Aug-14,Pittsburgh,PA,7,Mandarins,76.4,2014
DCI Pittsburgh presented by Three Rivers SUMMER MUSIC GAMES,3-Aug-14,Pittsburgh,PA,8,Seattle Cascades,71.7,2014
Shoremen Brass Classic,2-Aug-14,Avon Lake,OH,1,Vanguard Cadets,77.525,2014
Shoremen Brass Classic,2-Aug-14,Avon Lake,OH,2,Genesis,74.45,2014
Shoremen Brass Classic,2-Aug-14,Avon Lake,OH,3,7th Regiment,73.475,2014
Shoremen Brass Classic,2-Aug-14,Avon Lake,OH,4,Legends,70.275,2014
Shoremen Brass Classic,2-Aug-14,Avon Lake,OH,5,Raiders,65.525,2014
Shoremen Brass Classic,2-Aug-14,Avon Lake,OH,6,Coastal Surge,63.475,2014
Shoremen Brass Classic,2-Aug-14,Avon Lake,OH,7,Les Stentors,59.65,2014
DCI Eastern Classic,2-Aug-14,Allentown,PA,1,The Cadets,95.15,2014
DCI Eastern Classic,2-Aug-14,Allentown,PA,2,Bluecoats,94.9,2014
DCI Eastern Classic,2-Aug-14,Allentown,PA,3,Carolina Crown,93.425,2014
DCI Eastern Classic,2-Aug-14,Allentown,PA,4,The Cavaliers,91.975,2014
DCI Eastern Classic,2-Aug-14,Allentown,PA,5,Madison Scouts,86.9,2014
DCI Eastern Classic,2-Aug-14,Allentown,PA,6,Crossmen,85.425,2014
DCI Eastern Classic,2-Aug-14,Allentown,PA,7,Troopers,83.8,2014
DCI Eastern Classic,2-Aug-14,Allentown,PA,8,Spirit of Atlanta,80.75,2014
DCI Eastern Classic,2-Aug-14,Allentown,PA,9,The Academy,79.825,2014
DCI Eastern Classic,2-Aug-14,Allentown,PA,10,Mandarins,75.975,2014
DCI Eastern Classic,2-Aug-14,Allentown,PA,11,Jersey Surf,75,2014
North Iowa Festival of Brass,1-Aug-14,Forest City,IA,1,Blue Devils B,77.675,2014
North Iowa Festival of Brass,1-Aug-14,Forest City,IA,2,Spartans,73.025,2014
North Iowa Festival of Brass,1-Aug-14,Forest City,IA,3,Gold,72.875,2014
North Iowa Festival of Brass,1-Aug-14,Forest City,IA,4,Music City,71.425,2014
North Iowa Festival of Brass,1-Aug-14,Forest City,IA,5,Colt Cadets,64.275,2014
North Iowa Festival of Brass,1-Aug-14,Forest City,IA,7,Blue Saints,48.825,2014
DCI Eastern Classic,1-Aug-14,Allentown,PA,1,Blue Devils,96.825,2014
DCI Eastern Classic,1-Aug-14,Allentown,PA,2,Santa Clara Vanguard,94.075,2014
DCI Eastern Classic,1-Aug-14,Allentown,PA,3,Phantom Regiment,89.75,2014
DCI Eastern Classic,1-Aug-14,Allentown,PA,4,Blue Knights,89.6,2014
DCI Eastern Classic,1-Aug-14,Allentown,PA,5,Boston Crusaders,87.825,2014
DCI Eastern Classic,1-Aug-14,Allentown,PA,6,Blue Stars,86.8,2014
DCI Eastern Classic,1-Aug-14,Allentown,PA,7,Colts,82.175,2014
DCI Eastern Classic,1-Aug-14,Allentown,PA,8,Oregon Crusaders,78.375,2014
DCI Eastern Classic,1-Aug-14,Allentown,PA,9,Pacific Crest,77.35,2014
DCI Eastern Classic,1-Aug-14,Allentown,PA,10,Seattle Cascades,71.75,2014
DCI Eastern Classic,1-Aug-14,Allentown,PA,11,Pioneer,68.1,2014
Tour of Champions - Rutgers,31-Jul-14,Piscataway,NJ,1,Blue Devils,96.9,2014
Tour of Champions - Rutgers,31-Jul-14,Piscataway,NJ,2,The Cadets,94.6,2014
Tour of Champions - Rutgers,31-Jul-14,Piscataway,NJ,3,Bluecoats,93.85,2014
Tour of Champions - Rutgers,31-Jul-14,Piscataway,NJ,4,Santa Clara Vanguard,93.1,2014
Tour of Champions - Rutgers,31-Jul-14,Piscataway,NJ,5,Carolina Crown,92.6,2014
Tour of Champions - Rutgers,31-Jul-14,Piscataway,NJ,6,The Cavaliers,92,2014
Tour of Champions - Rutgers,31-Jul-14,Piscataway,NJ,7,Phantom Regiment,90,2014
CYO NATIONALS Tribute,31-Jul-14,Quincy,MA,1,Boston Crusaders,87.2,2014
CYO NATIONALS Tribute,31-Jul-14,Quincy,MA,2,Madison Scouts,87,2014
CYO NATIONALS Tribute,31-Jul-14,Quincy,MA,3,Crossmen,84.25,2014
CYO NATIONALS Tribute,31-Jul-14,Quincy,MA,4,Troopers,82.3,2014
CYO NATIONALS Tribute,31-Jul-14,Quincy,MA,5,Jersey Surf,76.15,2014
Drum Corps: An American Tradition,30-Jul-14,West Chester,PA,1,The Cadets,94.95,2014
Drum Corps: An American Tradition,30-Jul-14,West Chester,PA,2,Bluecoats,94.05,2014
Drum Corps: An American Tradition,30-Jul-14,West Chester,PA,3,Carolina Crown,93.4,2014
Drum Corps: An American Tradition,30-Jul-14,West Chester,PA,4,The Cavaliers,92.2,2014
Drum Corps: An American Tradition,30-Jul-14,West Chester,PA,5,Blue Stars,86.8,2014
Drum Corps: An American Tradition,30-Jul-14,West Chester,PA,6,Crossmen,83.15,2014
Drum Corps: An American Tradition,30-Jul-14,West Chester,PA,7,Colts,80.9,2014
Drum Corps: An American Tradition,30-Jul-14,West Chester,PA,7,Spirit of Atlanta,80.9,2014
Drum Corps: An American Tradition,30-Jul-14,West Chester,PA,9,Jersey Surf,74.35,2014
A Knight of Music and Motion,30-Jul-14,St. Paul,MN,1,Blue Devils B,77.45,2014
A Knight of Music and Motion,30-Jul-14,St. Paul,MN,2,Spartans,73.15,2014
A Knight of Music and Motion,30-Jul-14,St. Paul,MN,3,Gold,71.75,2014
A Knight of Music and Motion,30-Jul-14,St. Paul,MN,4,Music City,71.25,2014
A Knight of Music and Motion,30-Jul-14,St. Paul,MN,5,Colt Cadets,62.35,2014
A Knight of Music and Motion,30-Jul-14,St. Paul,MN,7,Blue Saints,47.05,2014
WDBJ-7 Summer Music Games of Southwest Virginia,29-Jul-14,Salem,VA,1,Blue Devils,95.35,2014
WDBJ-7 Summer Music Games of Southwest Virginia,29-Jul-14,Salem,VA,2,Carolina Crown,92.55,2014
WDBJ-7 Summer Music Games of Southwest Virginia,29-Jul-14,Salem,VA,3,The Cavaliers,91.1,2014
WDBJ-7 Summer Music Games of Southwest Virginia,29-Jul-14,Salem,VA,4,Blue Stars,86.85,2014
WDBJ-7 Summer Music Games of Southwest Virginia,29-Jul-14,Salem,VA,5,Colts,82.2,2014
WDBJ-7 Summer Music Games of Southwest Virginia,29-Jul-14,Salem,VA,6,The Academy,78.65,2014
WDBJ-7 Summer Music Games of Southwest Virginia,29-Jul-14,Salem,VA,7,Pioneer,69.15,2014
Legends Drum Corps Invitational,29-Jul-14,Troy,MI,1,Vanguard Cadets,74.85,2014
Legends Drum Corps Invitational,29-Jul-14,Troy,MI,2,Genesis,72.3,2014
Legends Drum Corps Invitational,29-Jul-14,Troy,MI,3,7th Regiment,71.25,2014
Legends Drum Corps Invitational,29-Jul-14,Troy,MI,4,Legends,67.7,2014
Legends Drum Corps Invitational,29-Jul-14,Troy,MI,5,Raiders,63.6,2014
Legends Drum Corps Invitational,29-Jul-14,Troy,MI,6,Coastal Surge,60.05,2014
Lake Erie Fanfare,29-Jul-14,Erie,PA,1,Blue Knights,90.25,2014
Lake Erie Fanfare,29-Jul-14,Erie,PA,2,Madison Scouts,87.15,2014
Lake Erie Fanfare,29-Jul-14,Erie,PA,3,Troopers,83.15,2014
Lake Erie Fanfare,29-Jul-14,Erie,PA,4,Oregon Crusaders,79.35,2014
Lake Erie Fanfare,29-Jul-14,Erie,PA,5,Pacific Crest,78.35,2014
Lake Erie Fanfare,29-Jul-14,Erie,PA,6,Mandarins,77.5,2014
Lake Erie Fanfare,29-Jul-14,Erie,PA,7,Jersey Surf,74.8,2014
Lake Erie Fanfare,29-Jul-14,Erie,PA,8,Seattle Cascades,71.9,2014
Rhythm Across Rice Lake,28-Jul-14,Rice Lake,WI,1,Blue Devils B,75.95,2014
Rhythm Across Rice Lake,28-Jul-14,Rice Lake,WI,2,Spartans,74,2014
Rhythm Across Rice Lake,28-Jul-14,Rice Lake,WI,3,Music City,70.65,2014
Rhythm Across Rice Lake,28-Jul-14,Rice Lake,WI,5,Blue Saints,48.1,2014
Emerald City Music Games,28-Jul-14,Dublin,OH,1,Santa Clara Vanguard,92.85,2014
Emerald City Music Games,28-Jul-14,Dublin,OH,2,Blue Knights,89.1,2014
Emerald City Music Games,28-Jul-14,Dublin,OH,3,Madison Scouts,85.6,2014
Emerald City Music Games,28-Jul-14,Dublin,OH,4,Troopers,82.3,2014
Emerald City Music Games,28-Jul-14,Dublin,OH,5,Pacific Crest,77.15,2014
Emerald City Music Games,28-Jul-14,Dublin,OH,6,Jersey Surf,73.6,2014
Emerald City Music Games,28-Jul-14,Dublin,OH,7,Seattle Cascades,70.4,2014
Drums Across the Tri-State,28-Jul-14,Charleston,WV,1,Bluecoats,94.25,2014
Drums Across the Tri-State,28-Jul-14,Charleston,WV,2,Phantom Regiment,88.25,2014
Drums Across the Tri-State,28-Jul-14,Charleston,WV,3,Boston Crusaders,87.5,2014
Drums Across the Tri-State,28-Jul-14,Charleston,WV,4,Crossmen,83.7,2014
Drums Across the Tri-State,28-Jul-14,Charleston,WV,5,Spirit of Atlanta,80.45,2014
Drums Across the Tri-State,28-Jul-14,Charleston,WV,6,Oregon Crusaders,78.35,2014
Drums Across the Tri-State,28-Jul-14,Charleston,WV,7,Mandarins,75.95,2014
NightBEAT Tour of Champions,27-Jul-14,Charlotte,NC,1,Blue Devils,95.25,2014
NightBEAT Tour of Champions,27-Jul-14,Charlotte,NC,2,The Cadets,93.75,2014
NightBEAT Tour of Champions,27-Jul-14,Charlotte,NC,3,Carolina Crown,92.95,2014
NightBEAT Tour of Champions,27-Jul-14,Charlotte,NC,4,Santa Clara Vanguard,92.4,2014
NightBEAT Tour of Champions,27-Jul-14,Charlotte,NC,5,The Cavaliers,89.75,2014
NightBEAT Tour of Champions,27-Jul-14,Charlotte,NC,6,Phantom Regiment,87.9,2014
NightBEAT Tour of Champions,27-Jul-14,Charlotte,NC,7,Spirit of Atlanta,80.35,2014
Greendale Drum Corps Show,27-Jul-14,Greendale,WI,1,Blue Devils B,75.05,2014
Greendale Drum Corps Show,27-Jul-14,Greendale,WI,2,Spartans,73,2014
Greendale Drum Corps Show,27-Jul-14,Greendale,WI,3,Colt Cadets,61.8,2014
Greendale Drum Corps Show,27-Jul-14,Greendale,WI,5,Blue Saints,47.3,2014
Legends Drum Corps Open,26-Jul-14,Paw Paw MI,,1,Vanguard Cadets,73.4,2014
Legends Drum Corps Open,26-Jul-14,Paw Paw MI,,2,7th Regiment,70.2,2014
Legends Drum Corps Open,26-Jul-14,Paw Paw MI,,3,Genesis,69.85,2014
Legends Drum Corps Open,26-Jul-14,Paw Paw MI,,4,Legends,67.5,2014
Legends Drum Corps Open,26-Jul-14,Paw Paw MI,,5,Raiders,61.55,2014
Legends Drum Corps Open,26-Jul-14,Paw Paw MI,,6,Coastal Surge,59.35,2014
Legends Drum Corps Open,26-Jul-14,Paw Paw MI,,7,Les Stentors,55.6,2014
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,1,Blue Devils,95.1,2014
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,2,The Cadets,93.7,2014
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,3,Bluecoats,92.95,2014
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,4,Carolina Crown,92.65,2014
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,5,Santa Clara Vanguard,91.825,2014
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,6,The Cavaliers,89.65,2014
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,7,Blue Knights,88.6,2014
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,8,Phantom Regiment,87.625,2014
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,9,Boston Crusaders,86.65,2014
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,10,Blue Stars,86.15,2014
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,11,Madison Scouts,84.95,2014
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,12,Crossmen,83.05,2014
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,13,Troopers,81.675,2014
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,14,Colts,80.925,2014
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,15,Spirit of Atlanta,79.7,2014
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,16,The Academy,79,2014
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,17,Oregon Crusaders,77.825,2014
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,18,Pacific Crest,76.125,2014
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,19,Mandarins,75.225,2014
