Event Name,Date,City,State,Place,Corps,Score,Season
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,20,Jersey Surf,72.175,2014
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,21,Seattle Cascades,70.675,2014
DCI Atlanta Southeastern Championship,26-Jul-14,Atlanta,GA,22,Pioneer,67.65,2014
The Masters of the Summer Music Games,25-Jul-14,Nashville,TN,1,Blue Devils,93.65,2014
The Masters of the Summer Music Games,25-Jul-14,Nashville,TN,2,The Cadets,91.85,2014
The Masters of the Summer Music Games,25-Jul-14,Nashville,TN,3,Bluecoats,91.5,2014
The Masters of the Summer Music Games,25-Jul-14,Nashville,TN,4,Santa Clara Vanguard,90.8,2014
The Masters of the Summer Music Games,25-Jul-14,Nashville,TN,5,Carolina Crown,90.5,2014
The Masters of the Summer Music Games,25-Jul-14,Nashville,TN,6,The Cavaliers,86.8,2014
The Masters of the Summer Music Games,25-Jul-14,Nashville,TN,7,Phantom Regiment,85.95,2014
The Masters of the Summer Music Games,25-Jul-14,Nashville,TN,8,Boston Crusaders,83.65,2014
DCI North Alabama,25-Jul-14,Huntsville,AL,1,Blue Knights,87.5,2014
DCI North Alabama,25-Jul-14,Huntsville,AL,2,Blue Stars,85.9,2014
DCI North Alabama,25-Jul-14,Huntsville,AL,3,Madison Scouts,85.85,2014
DCI North Alabama,25-Jul-14,Huntsville,AL,4,Crossmen,82.5,2014
DCI North Alabama,25-Jul-14,Huntsville,AL,5,Troopers,81.25,2014
DCI North Alabama,25-Jul-14,Huntsville,AL,6,Colts,80,2014
DCI North Alabama,25-Jul-14,Huntsville,AL,7,Spirit of Atlanta,78.9,2014
DCI North Alabama,25-Jul-14,Huntsville,AL,8,The Academy,76.1,2014
DCI North Alabama,25-Jul-14,Huntsville,AL,9,Pacific Crest,75.25,2014
DCI North Alabama,25-Jul-14,Huntsville,AL,10,Jersey Surf,73.2,2014
DCI North Alabama,25-Jul-14,Huntsville,AL,11,Seattle Cascades,69.4,2014
DCI North Alabama,25-Jul-14,Huntsville,AL,12,Pioneer,67.7,2014
Alabama Sounds of Summer,24-Jul-14,Opelika,AL,1,Madison Scouts,85.8,2014
Alabama Sounds of Summer,24-Jul-14,Opelika,AL,2,Blue Stars,84.6,2014
Alabama Sounds of Summer,24-Jul-14,Opelika,AL,3,Colts,80.3,2014
Alabama Sounds of Summer,24-Jul-14,Opelika,AL,4,Spirit of Atlanta,78.1,2014
Alabama Sounds of Summer,24-Jul-14,Opelika,AL,5,Mandarins,74.3,2014
Alabama Sounds of Summer,24-Jul-14,Opelika,AL,6,Pioneer,67.2,2014
A Blast in the Burg,24-Jul-14,Johnsonburg,PA,1,Spartans,71.9,2014
A Blast in the Burg,24-Jul-14,Johnsonburg,PA,2,7th Regiment,70.3,2014
A Blast in the Burg,24-Jul-14,Johnsonburg,PA,3,Genesis,69.5,2014
A Blast in the Burg,24-Jul-14,Johnsonburg,PA,4,Legends,68.7,2014
A Blast in the Burg,24-Jul-14,Johnsonburg,PA,5,Raiders,62.9,2014
A Blast in the Burg,24-Jul-14,Johnsonburg,PA,6,Coastal Surge,59.8,2014
A Blast in the Burg,24-Jul-14,Johnsonburg,PA,7,Les Stentors,51.5,2014
DCI Southern Mississippi,23-Jul-14,Hattiesburg,MS,1,Blue Devils,94.25,2014
DCI Southern Mississippi,23-Jul-14,Hattiesburg,MS,2,Madison Scouts,85.3,2014
DCI Southern Mississippi,23-Jul-14,Hattiesburg,MS,3,Troopers,80.6,2014
DCI Southern Mississippi,23-Jul-14,Hattiesburg,MS,4,Colts,79.25,2014
DCI Southern Mississippi,23-Jul-14,Hattiesburg,MS,5,Pacific Crest,75.8,2014
DCI Southern Mississippi,23-Jul-14,Hattiesburg,MS,6,Jersey Surf,72.45,2014
DCI Southern Mississippi,23-Jul-14,Hattiesburg,MS,7,Pioneer,67.4,2014
DCI Arkansas,23-Jul-14,Little Rock,AR,1,The Cadets,92.5,2014
DCI Arkansas,23-Jul-14,Little Rock,AR,2,Bluecoats,90.55,2014
DCI Arkansas,23-Jul-14,Little Rock,AR,3,Carolina Crown,89.4,2014
DCI Arkansas,23-Jul-14,Little Rock,AR,4,Blue Knights,86.55,2014
DCI Arkansas,23-Jul-14,Little Rock,AR,5,Boston Crusaders,84.45,2014
DCI Arkansas,23-Jul-14,Little Rock,AR,6,Crossmen,81.5,2014
DCI Arkansas,23-Jul-14,Little Rock,AR,7,Oregon Crusaders,76.3,2014
DCI Arkansas,23-Jul-14,Little Rock,AR,8,The Academy,75.3,2014
DCI Arkansas,23-Jul-14,Little Rock,AR,9,Seattle Cascades,68.4,2014
Mississippi Sound Spectacular,22-Jul-14,Ocean Springs,MS,1,Santa Clara Vanguard,90.6,2014
Mississippi Sound Spectacular,22-Jul-14,Ocean Springs,MS,2,The Cavaliers,88.15,2014
Mississippi Sound Spectacular,22-Jul-14,Ocean Springs,MS,3,Blue Stars,83.4,2014
Mississippi Sound Spectacular,22-Jul-14,Ocean Springs,MS,4,Spirit of Atlanta,77.3,2014
Mississippi Sound Spectacular,22-Jul-14,Ocean Springs,MS,5,Pacific Crest,75.95,2014
Mississippi Sound Spectacular,22-Jul-14,Ocean Springs,MS,6,Mandarins,74.25,2014
Mississippi Sound Spectacular,22-Jul-14,Ocean Springs,MS,7,Pioneer,66.35,2014
DCI in the Heartland,22-Jul-14,Mustang,OK,1,The Cadets,92.75,2014
DCI in the Heartland,22-Jul-14,Mustang,OK,2,Bluecoats,90.75,2014
DCI in the Heartland,22-Jul-14,Mustang,OK,3,Carolina Crown,90.05,2014
DCI in the Heartland,22-Jul-14,Mustang,OK,4,Blue Knights,85.9,2014
DCI in the Heartland,22-Jul-14,Mustang,OK,5,Crossmen,81.25,2014
DCI in the Heartland,22-Jul-14,Mustang,OK,6,Oregon Crusaders,75.55,2014
DCI in the Heartland,22-Jul-14,Mustang,OK,7,The Academy,74.85,2014
DCI in the Heartland,22-Jul-14,Mustang,OK,8,Seattle Cascades,68.45,2014
Drums Across Cajun Field,21-Jul-14,Lafayette,LA,1,Blue Devils,91.75,2014
Drums Across Cajun Field,21-Jul-14,Lafayette,LA,2,The Cavaliers,87.5,2014
Drums Across Cajun Field,21-Jul-14,Lafayette,LA,3,Phantom Regiment,85.15,2014
Drums Across Cajun Field,21-Jul-14,Lafayette,LA,4,Blue Stars,82.2,2014
Drums Across Cajun Field,21-Jul-14,Lafayette,LA,5,Colts,76.75,2014
Drums Across Cajun Field,21-Jul-14,Lafayette,LA,6,Spirit of Atlanta,75.7,2014
Drums Across Cajun Field,21-Jul-14,Lafayette,LA,7,Pacific Crest,75.25,2014
Drums Across Cajun Field,21-Jul-14,Lafayette,LA,8,Mandarins,73.25,2014
Drums Across Cajun Field,21-Jul-14,Lafayette,LA,9,Pioneer,65.4,2014
DCI Dallas presented by North Texas Festival of Drums and Bugles,21-Jul-14,Dallas,TX,1,The Cadets,92.45,2014
DCI Dallas presented by North Texas Festival of Drums and Bugles,21-Jul-14,Dallas,TX,2,Bluecoats,90.9,2014
DCI Dallas presented by North Texas Festival of Drums and Bugles,21-Jul-14,Dallas,TX,3,Carolina Crown,90.5,2014
DCI Dallas presented by North Texas Festival of Drums and Bugles,21-Jul-14,Dallas,TX,4,Blue Knights,86,2014
DCI Dallas presented by North Texas Festival of Drums and Bugles,21-Jul-14,Dallas,TX,5,Madison Scouts,83.45,2014
DCI Dallas presented by North Texas Festival of Drums and Bugles,21-Jul-14,Dallas,TX,6,Crossmen,81.75,2014
DCI Dallas presented by North Texas Festival of Drums and Bugles,21-Jul-14,Dallas,TX,7,The Academy,75.3,2014
DCI Dallas presented by North Texas Festival of Drums and Bugles,21-Jul-14,Dallas,TX,8,Jersey Surf,70.7,2014
DCI Dallas presented by North Texas Festival of Drums and Bugles,21-Jul-14,Dallas,TX,9,Seattle Cascades,67.9,2014
Fiesta De Musica,19-Jul-14,Manchester,NH,1,7th Regiment,75.5,2014
Fiesta De Musica,19-Jul-14,Manchester,NH,1,Spartans,75.5,2014
Fiesta De Musica,19-Jul-14,Manchester,NH,3,Legends,72.6,2014
Fiesta De Musica,19-Jul-14,Manchester,NH,5,Les Stentors,60.1,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,1,Blue Devils,91.65,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,2,The Cadets,90.975,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,3,Bluecoats,89.85,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,4,Santa Clara Vanguard,89,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,5,Carolina Crown,88.7,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,6,The Cavaliers,86.925,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,7,Phantom Regiment,84.725,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,8,Blue Knights,84.1,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,9,Boston Crusaders,82.425,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,10,Blue Stars,81.725,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,11,Madison Scouts,81.425,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,12,Crossmen,80.25,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,13,Troopers,77.9,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,14,Spirit of Atlanta,76.55,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,15,Colts,76.1,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,16,Oregon Crusaders,74.8,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,17,The Academy,74.775,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,18,Pacific Crest,73.05,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,19,Mandarins,72.375,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,20,Jersey Surf,69.65,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,21,Seattle Cascades,67.2,2014
DCI  Southwestern Championship @ The Alamodome,19-Jul-14,San Antonio,TX,22,Pioneer,64.125,2014
"Tour of Champions - Texas, presented by THE exSIGHTment OF SOUND",18-Jul-14,Houston,TX,1,Blue Devils,91.3,2014
"Tour of Champions - Texas, presented by THE exSIGHTment OF SOUND",18-Jul-14,Houston,TX,2,Bluecoats,89.4,2014
"Tour of Champions - Texas, presented by THE exSIGHTment OF SOUND",18-Jul-14,Houston,TX,3,Carolina Crown,88.6,2014
"Tour of Champions - Texas, presented by THE exSIGHTment OF SOUND",18-Jul-14,Houston,TX,4,Santa Clara Vanguard,88.15,2014
"Tour of Champions - Texas, presented by THE exSIGHTment OF SOUND",18-Jul-14,Houston,TX,5,The Cavaliers,86.95,2014
"Tour of Champions - Texas, presented by THE exSIGHTment OF SOUND",18-Jul-14,Houston,TX,6,Phantom Regiment,85.05,2014
"Tour of Champions - Texas, presented by THE exSIGHTment OF SOUND",18-Jul-14,Houston,TX,7,Blue Knights,83.75,2014
DCI Denton presented by CoServ Electric for Red River Thunder,17-Jul-14,Denton,TX,1,Carolina Crown,88.35,2014
DCI Denton presented by CoServ Electric for Red River Thunder,17-Jul-14,Denton,TX,2,Bluecoats,87.85,2014
DCI Denton presented by CoServ Electric for Red River Thunder,17-Jul-14,Denton,TX,3,Santa Clara Vanguard,87.35,2014
DCI Denton presented by CoServ Electric for Red River Thunder,17-Jul-14,Denton,TX,4,The Cavaliers,85.45,2014
DCI Denton presented by CoServ Electric for Red River Thunder,17-Jul-14,Denton,TX,5,The Academy,74.1,2014
DCI Denton presented by CoServ Electric for Red River Thunder,17-Jul-14,Denton,TX,5,Oregon Crusaders,74.1,2014
DCI Denton presented by CoServ Electric for Red River Thunder,17-Jul-14,Denton,TX,7,Pacific Crest,73.9,2014
DCI Denton presented by CoServ Electric for Red River Thunder,17-Jul-14,Denton,TX,8,Mandarins,72.25,2014
DCI Denton presented by CoServ Electric for Red River Thunder,17-Jul-14,Denton,TX,9,Jersey Surf,69,2014
DCI Denton presented by CoServ Electric for Red River Thunder,17-Jul-14,Denton,TX,10,Seattle Cascades,67.5,2014
DCI Denton presented by CoServ Electric for Red River Thunder,17-Jul-14,Denton,TX,11,Pioneer,64.4,2014
DCI Austin presented by Band Shoppe,17-Jul-14,Round Rock,TX,- -,Troopers,- -,2014
DCI Austin presented by Band Shoppe,17-Jul-14,Round Rock,TX,- -,Colts,- -,2014
DCI Austin presented by Band Shoppe,17-Jul-14,Round Rock,TX,- -,Crossmen,- -,2014
DCI Austin presented by Band Shoppe,17-Jul-14,Round Rock,TX,- -,Madison Scouts,- -,2014
DCI Austin presented by Band Shoppe,17-Jul-14,Round Rock,TX,- -,Boston Crusaders,- -,2014
DCI Austin presented by Band Shoppe,17-Jul-14,Round Rock,TX,- -,The Cadets,- -,2014
Drums of Summer,16-Jul-14,Broken Arrow,OK,1,The Cadets,89.15,2014
Drums of Summer,16-Jul-14,Broken Arrow,OK,2,Phantom Regiment,84.1,2014
Drums of Summer,16-Jul-14,Broken Arrow,OK,3,Blue Knights,83.2,2014
Drums of Summer,16-Jul-14,Broken Arrow,OK,4,Troopers,77.3,2014
Drums of Summer,16-Jul-14,Broken Arrow,OK,5,Spirit of Atlanta,76.8,2014
Drums of Summer,16-Jul-14,Broken Arrow,OK,6,Pacific Crest,71.4,2014
Drums of Summer,16-Jul-14,Broken Arrow,OK,7,The Academy,70.8,2014
Drums of Summer,16-Jul-14,Broken Arrow,OK,8,Mandarins,69.85,2014
Drums of Summer,16-Jul-14,Broken Arrow,OK,9,Jersey Surf,67.55,2014
Drums of Summer,16-Jul-14,Broken Arrow,OK,10,Seattle Cascades,65.6,2014
Music on the Move,15-Jul-14,Bentonville,AR,1,Carolina Crown,88.3,2014
Music on the Move,15-Jul-14,Bentonville,AR,2,Blue Stars,80.35,2014
Music on the Move,15-Jul-14,Bentonville,AR,3,Crossmen,78.3,2014
Music on the Move,15-Jul-14,Bentonville,AR,4,Colts,77.4,2014
Music on the Move,15-Jul-14,Bentonville,AR,5,Seattle Cascades,65.15,2014
Music on the Move,15-Jul-14,Bentonville,AR,6,Pioneer,63.15,2014
Drums Across Kansas,15-Jul-14,Wichita,KS,1,Blue Devils,89.8,2014
Drums Across Kansas,15-Jul-14,Wichita,KS,2,Blue Knights,82.4,2014
Drums Across Kansas,15-Jul-14,Wichita,KS,3,Madison Scouts,80.85,2014
Drums Across Kansas,15-Jul-14,Wichita,KS,4,Troopers,76.3,2014
Drums Across Kansas,15-Jul-14,Wichita,KS,5,Oregon Crusaders,72.35,2014
Drums Across Kansas,15-Jul-14,Wichita,KS,6,The Academy,70.3,2014
Drums Across Kansas,15-Jul-14,Wichita,KS,7,Mandarins,69.05,2014
Tour of Champions - Central Missouri,14-Jul-14,Warrensburg,MO,1,Blue Devils,88.9,2014
Tour of Champions - Central Missouri,14-Jul-14,Warrensburg,MO,2,The Cadets,87.9,2014
Tour of Champions - Central Missouri,14-Jul-14,Warrensburg,MO,3,Carolina Crown,86.85,2014
Tour of Champions - Central Missouri,14-Jul-14,Warrensburg,MO,4,Santa Clara Vanguard,86.6,2014
Tour of Champions - Central Missouri,14-Jul-14,Warrensburg,MO,5,Bluecoats,85.4,2014
Tour of Champions - Central Missouri,14-Jul-14,Warrensburg,MO,6,The Cavaliers,84.55,2014
Tour of Champions - Central Missouri,14-Jul-14,Warrensburg,MO,7,Phantom Regiment,83.15,2014
Drums Across Nebraska,14-Jul-14,Omaha,NE,1,Blue Knights,81.6,2014
Drums Across Nebraska,14-Jul-14,Omaha,NE,2,Madison Scouts,80.65,2014
Drums Across Nebraska,14-Jul-14,Omaha,NE,3,Crossmen,77.35,2014
Drums Across Nebraska,14-Jul-14,Omaha,NE,4,Oregon Crusaders,72.15,2014
Drums Across Nebraska,14-Jul-14,Omaha,NE,5,Pacific Crest,69.55,2014
Drums Across Nebraska,14-Jul-14,Omaha,NE,6,The Academy,69.15,2014
Drums Across Nebraska,14-Jul-14,Omaha,NE,7,Seattle Cascades,64.95,2014
DCI St. Louis,14-Jul-14,Lebanon,IL,1,Boston Crusaders,79.35,2014
DCI St. Louis,14-Jul-14,Lebanon,IL,2,Colts,75.5,2014
DCI St. Louis,14-Jul-14,Lebanon,IL,3,Spirit of Atlanta,74,2014
DCI St. Louis,14-Jul-14,Lebanon,IL,4,Jersey Surf,66.6,2014
DCI St. Louis,14-Jul-14,Lebanon,IL,5,Pioneer,62,2014
Tour of Champions - Northern Illinois,13-Jul-14,DeKalb,IL,1,Blue Devils,87.6,2014
Tour of Champions - Northern Illinois,13-Jul-14,DeKalb,IL,2,The Cadets,86.6,2014
Tour of Champions - Northern Illinois,13-Jul-14,DeKalb,IL,3,Carolina Crown,85.9,2014
Tour of Champions - Northern Illinois,13-Jul-14,DeKalb,IL,4,Bluecoats,84.1,2014
Tour of Champions - Northern Illinois,13-Jul-14,DeKalb,IL,5,The Cavaliers,83.45,2014
Tour of Champions - Northern Illinois,13-Jul-14,DeKalb,IL,6,Phantom Regiment,81.85,2014
Tour of Champions - Northern Illinois,13-Jul-14,DeKalb,IL,7,Blue Stars,78,2014
So Cal Classic Open Class Championship,13-Jul-14,Cerritos,CA,1,Blue Devils B,68.6,2014
So Cal Classic Open Class Championship,13-Jul-14,Cerritos,CA,2,Vanguard Cadets,67.25,2014
So Cal Classic Open Class Championship,13-Jul-14,Cerritos,CA,3,Gold,62.4,2014
So Cal Classic Open Class Championship,13-Jul-14,Cerritos,CA,4,Golden Empire,58.3,2014
So Cal Classic Open Class Championship,13-Jul-14,Cerritos,CA,5,Impulse,57.95,2014
So Cal Classic Open Class Championship,13-Jul-14,Cerritos,CA,7,Watchmen,50.05,2014
So Cal Classic Open Class Championship,13-Jul-14,Cerritos,CA,8,Blue Devils C,47.15,2014
So Cal Classic Open Class Championship,13-Jul-14,Cerritos,CA,9,Incognito,45.65,2014
Percussion on the Pearl,13-Jul-14,Muscatine,IA,1,Boston Crusaders,79.4,2014
Percussion on the Pearl,13-Jul-14,Muscatine,IA,2,Colts,74.75,2014
Percussion on the Pearl,13-Jul-14,Muscatine,IA,3,Spirit of Atlanta,73.85,2014
Percussion on the Pearl,13-Jul-14,Muscatine,IA,4,Pioneer,63.15,2014
Gold Showcase at the Ranch,12-Jul-14,Vista,CA,1,Blue Devils B,68.55,2014
Gold Showcase at the Ranch,12-Jul-14,Vista,CA,2,Vanguard Cadets,67.7,2014
Gold Showcase at the Ranch,12-Jul-14,Vista,CA,3,Gold,62.65,2014
Gold Showcase at the Ranch,12-Jul-14,Vista,CA,4,Impulse,58.05,2014
Gold Showcase at the Ranch,12-Jul-14,Vista,CA,5,Golden Empire,57.6,2014
Gold Showcase at the Ranch,12-Jul-14,Vista,CA,7,Watchmen,49.55,2014
Gold Showcase at the Ranch,12-Jul-14,Vista,CA,8,Blue Devils C,48.15,2014
Gold Showcase at the Ranch,12-Jul-14,Vista,CA,9,Incognito,45.05,2014
Drums Along the Rockies,12-Jul-14,Denver,CO,1,Santa Clara Vanguard,85.25,2014
Drums Along the Rockies,12-Jul-14,Denver,CO,2,Blue Knights,81,2014
Drums Along the Rockies,12-Jul-14,Denver,CO,3,Madison Scouts,78.3,2014
Drums Along the Rockies,12-Jul-14,Denver,CO,4,Crossmen,76.85,2014
Drums Along the Rockies,12-Jul-14,Denver,CO,5,Troopers,75,2014
Drums Along the Rockies,12-Jul-14,Denver,CO,6,Oregon Crusaders,70.9,2014
Drums Along the Rockies,12-Jul-14,Denver,CO,7,Pacific Crest,68.8,2014
Drums Along the Rockies,12-Jul-14,Denver,CO,8,The Academy,68.35,2014
Drums Along the Rockies,12-Jul-14,Denver,CO,9,Mandarins,67.9,2014
Drums Along the Rockies,12-Jul-14,Denver,CO,10,Seattle Cascades,64.45,2014
DCI La Crosse,12-Jul-14,La Crosse,WI,1,The Cadets,88.05,2014
DCI La Crosse,12-Jul-14,La Crosse,WI,2,Carolina Crown,86.9,2014
DCI La Crosse,12-Jul-14,La Crosse,WI,3,Bluecoats,85.85,2014
DCI La Crosse,12-Jul-14,La Crosse,WI,4,The Cavaliers,84.6,2014
DCI La Crosse,12-Jul-14,La Crosse,WI,5,Phantom Regiment,83.2,2014
DCI La Crosse,12-Jul-14,La Crosse,WI,6,Boston Crusaders,78.8,2014
DCI La Crosse,12-Jul-14,La Crosse,WI,7,Blue Stars,78.65,2014
DCI La Crosse,12-Jul-14,La Crosse,WI,8,Colts,74.55,2014
DCI La Crosse,12-Jul-14,La Crosse,WI,9,Spirit of Atlanta,74.5,2014
DCI La Crosse,12-Jul-14,La Crosse,WI,10,Jersey Surf,65.15,2014
Drums Along the Rockies - Cheyenne Edition,11-Jul-14,Cheyenne,WY,- -,Pacific Crest,- -,2014
Drums Along the Rockies - Cheyenne Edition,11-Jul-14,Cheyenne,WY,- -,Seattle Cascades,- -,2014
Drums Along the Rockies - Cheyenne Edition,11-Jul-14,Cheyenne,WY,- -,The Academy,- -,2014
Drums Along the Rockies - Cheyenne Edition,11-Jul-14,Cheyenne,WY,- -,Oregon Crusaders,- -,2014
Drums Along the Rockies - Cheyenne Edition,11-Jul-14,Cheyenne,WY,- -,Madison Scouts,- -,2014
Drums Along the Rockies - Cheyenne Edition,11-Jul-14,Cheyenne,WY,- -,Troopers,- -,2014
DCI Eden Prairie,11-Jul-14,Eden Prairie,MN,1,Blue Devils,87.55,2014
DCI Eden Prairie,11-Jul-14,Eden Prairie,MN,2,Bluecoats,85.35,2014
DCI Eden Prairie,11-Jul-14,Eden Prairie,MN,3,Boston Crusaders,77.5,2014
DCI Eden Prairie,11-Jul-14,Eden Prairie,MN,4,Jersey Surf,65.35,2014
Music on the Border,10-Jul-14,Salem,WI,1,The Cadets,87.05,2014
Music on the Border,10-Jul-14,Salem,WI,2,Phantom Regiment,83.25,2014
Music on the Border,10-Jul-14,Salem,WI,3,Spirit of Atlanta,74.75,2014
Music on the Border,10-Jul-14,Salem,WI,4,Jersey Surf,66.55,2014
Music on the Border,10-Jul-14,Salem,WI,5,Pioneer,62.9,2014
Show of Shows,9-Jul-14,Metamora,IL,1,Blue Devils,87.35,2014
Show of Shows,9-Jul-14,Metamora,IL,2,The Cadets,86.3,2014
Show of Shows,9-Jul-14,Metamora,IL,3,Phantom Regiment,81.85,2014
Show of Shows,9-Jul-14,Metamora,IL,4,Colts,72.75,2014
Show of Shows,9-Jul-14,Metamora,IL,5,Pioneer,63.4,2014
Corps Encore,9-Jul-14,Ogden,UT,1,Santa Clara Vanguard,84.3,2014
Corps Encore,9-Jul-14,Ogden,UT,2,Blue Knights,80.2,2014
Corps Encore,9-Jul-14,Ogden,UT,3,Crossmen,75.6,2014
Corps Encore,9-Jul-14,Ogden,UT,4,Oregon Crusaders,70.6,2014
Corps Encore,9-Jul-14,Ogden,UT,5,Pacific Crest,69.3,2014
Corps Encore,9-Jul-14,Ogden,UT,6,The Academy,68,2014
Corps Encore,9-Jul-14,Ogden,UT,7,Seattle Cascades,62.8,2014
Music On The March,8-Jul-14,Dubuque,IA,1,The Cavaliers,82.2,2014
Music On The March,8-Jul-14,Dubuque,IA,2,Madison Scouts,76.95,2014
Music On The March,8-Jul-14,Dubuque,IA,3,Blue Stars,75.3,2014
Music On The March,8-Jul-14,Dubuque,IA,4,Troopers,73.4,2014
Music On The March,8-Jul-14,Dubuque,IA,5,Colts,69.75,2014
Music On The March,8-Jul-14,Dubuque,IA,6,Pioneer,60.35,2014
DCI Ft. Wayne,8-Jul-14,Ft. Wayne,IN,1,Blue Devils,86.15,2014
DCI Ft. Wayne,8-Jul-14,Ft. Wayne,IN,2,Bluecoats,85.15,2014
DCI Ft. Wayne,8-Jul-14,Ft. Wayne,IN,3,Boston Crusaders,76.65,2014
DCI Ft. Wayne,8-Jul-14,Ft. Wayne,IN,4,Spirit of Atlanta,72.5,2014
DCI Ft. Wayne,8-Jul-14,Ft. Wayne,IN,5,Jersey Surf,63.65,2014
Boise Summer Music Games,8-Jul-14,Boise,ID,1,Santa Clara Vanguard,83.3,2014
Boise Summer Music Games,8-Jul-14,Boise,ID,2,Blue Knights,79.7,2014
Boise Summer Music Games,8-Jul-14,Boise,ID,3,Crossmen,75,2014
Boise Summer Music Games,8-Jul-14,Boise,ID,4,Oregon Crusaders,68.9,2014
Boise Summer Music Games,8-Jul-14,Boise,ID,5,The Academy,66.1,2014
Boise Summer Music Games,8-Jul-14,Boise,ID,6,Seattle Cascades,61,2014
Drums Along the Columbia,6-Jul-14,Tri Cities,WA,1,Santa Clara Vanguard,82.2,2014
Drums Along the Columbia,6-Jul-14,Tri Cities,WA,2,Blue Knights,78.8,2014
Drums Along the Columbia,6-Jul-14,Tri Cities,WA,3,Crossmen,72.9,2014
Drums Along the Columbia,6-Jul-14,Tri Cities,WA,4,Oregon Crusaders,68,2014
